date,price,market_cap,volume,community_score,public_interest_score,fear_greed,price_5_SMA,price_10_SMA,price_25_SMA,price_50_SMA,price_75_SMA,price_100_SMA,price_150_SMA,price_200_SMA,price_250_SMA,price_300_SMA,price_350_SMA,fear_greed_3_SMA,fear_greed_5_SMA,fear_greed_7_SMA,fear_greed_9_SMA,fear_greed_11_SMA,fear_greed_13_SMA,fear_greed_15_SMA,fear_greed_30_SMA
2021-04-19,0.698386374363057,0.696586647040351,0.0005367056185186023,0.00011077108350710667,0.07627277850835995,0.74,0.8784444492586051,0.8777174278786892,0.9171789103824587,0.9682688018280723,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7633333333333333,0.772,0.7642857142857143,0.7611111111111112,0.75,0.7461538461538462,0.7440000000000001,0.7193333333333334
2021-04-20,0.6265338718057425,0.6327629741572822,0.00018911277297075307,0.00011103167266519929,0.07627277850835995,0.73,0.8359296402406895,0.8689926216779966,0.9213888266980748,0.9683351397058655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7533333333333333,0.76,0.7628571428571429,0.7577777777777777,0.7527272727272727,0.7469230769230769,0.7453333333333333,0.7193333333333334
2021-04-21,0.6282147886866751,0.6286290308730899,0.0002296771390932934,0.13358815679752808,0.07627277850835995,0.73,0.787924544180855,0.8532449054243983,0.9211148907288402,0.9649258936468995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.75,0.76,0.7566666666666667,0.7554545454545455,0.7469230769230769,0.7440000000000001,0.7203333333333333
2021-04-22,0.6063718769237306,0.6102611042185603,0.00019108350088966074,0.0009984032666194701,0.07627277850835995,0.65,0.7446595324526879,0.834999569331288,0.9218040547980114,0.9618631589505383,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7033333333333333,0.728,0.74,0.7466666666666667,0.7454545454545455,0.7430769230769231,0.7393333333333334,0.72
2021-04-23,0.5570667383005101,0.556856589488323,0.00020125763199939443,0.0010019282559731093,0.07627277850835995,0.55,0.6972349073937962,0.8070915570219998,0.9133830944701947,0.95619208303019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6433333333333333,0.68,0.7071428571428571,0.7244444444444444,0.7281818181818182,0.7315384615384616,0.7273333333333334,0.7166666666666667
2021-04-24,0.5403325303040185,0.5357826700281565,0.0003119339669877461,0.001005174647021658,0.07627277850835995,0.37,0.6681102034826014,0.7817294307461,0.9051247107426139,0.9512630875759931,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5233333333333333,0.606,0.6514285714285714,0.6777777777777777,0.6945454545454546,0.7015384615384616,0.7053333333333334,0.7090000000000001
2021-04-25,0.47344145024671436,0.4781360830954243,5.163190235456746e-05,0.0010093691990805487,0.07627277850835995,0.31,0.6398997447272357,0.7459802748932649,0.8942981551384904,0.9450105304037748,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.41,0.522,0.5828571428571429,0.6255555555555555,0.6545454545454545,0.6684615384615384,0.6793333333333333,0.7013333333333334
2021-04-26,0.4738491439383747,0.4705735518366751,4.30795431525891e-05,0.00011357938090594186,0.07627277850835995,0.27,0.6114546681514608,0.7073373793260453,0.884540599404982,0.9392062998399425,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31666666666666665,0.43,0.5157142857142857,0.5711111111111111,0.6072727272727273,0.6323076923076923,0.6466666666666667,0.6886666666666666
2021-04-27,0.5645492386937576,0.5611629889035854,0.00010456638510864014,0.00011352333338230408,0.07627277850835995,0.5,0.6037479783048159,0.6815729621516426,0.8772175484991266,0.9345342068094262,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.36,0.4,0.4828571428571429,0.5388888888888889,0.5818181818181818,0.6130769230769231,0.6306666666666667,0.6806666666666666
2021-04-28,0.6138759387993702,0.6092201044313683,9.925983288195577e-05,0.0010222638588042266,0.07627277850835995,0.59,0.6142162535550083,0.6628928164178969,0.8696755337530859,0.9304457264490095,0.996349280626898,1.0,0.0,0.0,0.0,0.0,0.0,0.45333333333333337,0.408,0.46285714285714286,0.5222222222222223,0.5663636363636363,0.5976923076923076,0.6206666666666667,0.6763333333333335
